name,destination,seller,price_in_eur,weight,Strain,Type,Rating_weed,Effects,Flavor,Description,weed,hash,source,origin,items_sold,Rating_seller
%%re opening sale amnesia haze 100g,WorldWide,WeedHunter1312,624.3328,100.0g,amnesia,sativa,4.3,"Happy,Euphoric,Energetic,Creative,Uplifted","Earthy,Sweet,Skunk","Amnesia is typically a sativa-dominant cannabis strain with some variation between breeders. Skunk, Cinderella 99, and Jack Herer are some of Amnesia’s genetic forerunners, passing on uplifting, creative, and euphoric effects ideal for treating mood disorders. Growers should expect a 9-10 week flowering period with moderate yields. This strain normally has a high THC and low CBD profile and produces intense psychotropic effects that new consumers should be wary of. ",1,0,Torzon,Germany,474.0,4.93
5g bio cali  kush (homegrow) ,WorldWide,LuckyXLuke,83.24680000000001,5.0g,cali-kush,hybrid,4.2,"Relaxed,Happy,Hungry,Euphoric,Uplifted","Earthy,Woody,Sweet","Cali Kush must have been a no-brainer when it came time to name this strain given the popularity of Kush varieties in The Golden State. Its buds are large and dense with few leaves and not many pistils. The flowers will be light green shot through with icy blue and packed with trichomes throughout. Cali Kush buds have a fruity citrus aroma with the darker coffee notes of a kush. Spicier tones and the coffee kushness are more apparent in the taste. The indica-dominant variation of this hybrid has been more popular, but a sativa-dominant version has also been spotted.",1,0,Torzon,Germany,292.0,4.84
20g bio amnesia haze (homegrow) ,WorldWide,LuckyXLuke,192.5014,20.0g,amnesia,sativa,4.3,"Happy,Euphoric,Energetic,Creative,Uplifted","Earthy,Sweet,Skunk","Amnesia is typically a sativa-dominant cannabis strain with some variation between breeders. Skunk, Cinderella 99, and Jack Herer are some of Amnesia’s genetic forerunners, passing on uplifting, creative, and euphoric effects ideal for treating mood disorders. Growers should expect a 9-10 week flowering period with moderate yields. This strain normally has a high THC and low CBD profile and produces intense psychotropic effects that new consumers should be wary of. ",1,0,Torzon,Germany,292.0,4.84
20g | homegrown | purple skunk | 19% thc,WorldWide,DieseGute,220.6022,20.0g,purple-skunk,hybrid,4.3,"Happy,Relaxed,Sleepy,Focused,Giggly","Earthy,Pungent,Skunk","Purple Skunk is an uplifting, sativa-dominant cross of Skunk #1 and an older purple strain. Its small to medium flowers will mature at 8 to 9 weeks and have a distinctive skunky smell and an earthy, almost wine-like taste. This strain leans heavily toward the active for a euphoric, cheerful buzz. Purple Skunk does have high THC levels, so it can be a bit intense for some patients when it comes to psychoactive effects.",1,0,Torzon,Germany,433.0,4.82
4oz granddaddy purple (gdp) indoor,North America,apeman420,227.136,4.0g,granddaddy-purple,indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Grape,Berry,Sweet","Introduced in 2003 by Ken Estes, Granddaddy Purple (or GDP) is a famous indica cross between Purple Urkle and Big Bud. This California staple inherits a complex grape and berry aroma from its Purple Urkle parent, while Big Bud passes on its oversized, compact bud structure. GDP flowers bloom in shades of deep purple, a contrastive backdrop for its snow-like dusting of white crystal resin.Its potent psychoactive effects are clearly detectable in both mind and body, delivering a fusion of cerebral euphoria and physical relaxation. While your thoughts may float in a dreamy buzz, your body is more likely to find itself fixed in one spot for the duration of GDP’s effects. Like most heavy indica varieties, Granddaddy Purple is typically pulled off the shelf to treat pain, stress, insomnia, appetite loss, and muscle spasms. GDP blesses growers with massive commercial yields which are ready for harvest following a 60 day flowering time indoors.",1,0,Torzon,United States,503.0,4.96
4oz blue cookies indoor,North America,apeman420,246.064,4.0g,blue-cookies,hybrid,4.7,"Relaxed,Euphoric,Happy,Uplifted,Creative","Berry,Blueberry,Sweet","Blue Cookies is an indica-dominant hybrid cross between two celebrity strains, Girl Scout Cookies and Blueberry. As the child of these heavyweight champion strains, Blue Cookies delivers a crushing blow of euphoria straight to the head, where it swiftly sinks down to relax the entire body. Sweet berry flavors fuse with earthy cherry notes in a flavor profile as enticing as the bud’s thick coat of frosty resin that stretches over twisting hues of green and purple. Novice consumers should approach Blue Cookies with modesty, but this strain’s potency is perfect for hard-to-impress veterans. You may also come across another variation of Blue Cookies, a select Girl Scout Cookies phenotype that lacks the Blueberry genetics.",1,0,Torzon,United States,503.0,4.96
10g jack herrer,Europe,thespecial,67.6403,10.0g,jack-herer,sativa,4.4,"Happy,Uplifted,Energetic,Focused,Euphoric","Earthy,Pine,Woody","Jack Herer is a sativa-dominant cannabis strain that has gained as much renown as its namesake, the marijuana activist and author of The Emperor Wears No Clothes. Combining a Haze hybrid with a Northern Lights #5 and Shiva Skunk cross, Sensi Seeds created Jack Herer hoping to capture both the cerebral elevation associated with sativas and the heavy resin production of indicas. Its rich genetic background gives rise to several different variations of Jack Herer, each phenotype bearing its own unique features and effects. However, consumers typically describe this 55% sativa hybrid as blissful, clear-headed, and creative.Jack Herer was created in the Netherlands in the mid-1990s, where it was later distributed by Dutch pharmacies as a recognized medical-grade strain. Since then, the spicy, pine-scented sativa has taken home numerous awards for its quality and potency. Many breeders have attempted to cultivate this staple strain themselves in sunny or Mediterranean climates, and indoor growers should wait 50 to 70 days for Jack Herer to flower.",1,0,Torzon,Germany,69.0,4.8
1g strawberries & cream us cali top s...,Europe,TheTransporter1,14.6328,1.0g,strawberry,sativa,4.4,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Strawberry,Sweet,Flowery","Originally bred in the Netherlands, Strawberry is a mostly sativa cannabis strain with a pungent fruity scent and uplifting effects. Consumers prone to anxiety choose Strawberry for its stress-relieving qualities without the jarring paranoia common among high THC strains. Comfortable and relaxing, Strawberry brings physical and mental relief to patients treating symptoms mild or severe. Strawberry is grown both indoors and out with a 9 week flowering time.",1,0,Torzon,United Kingdom,73.0,5.0
15g amnesia g13 ,Europe,Santalblanc,145.6819,15.0g,amnesia,sativa,4.3,"Happy,Euphoric,Energetic,Creative,Uplifted","Earthy,Sweet,Skunk","Amnesia is typically a sativa-dominant cannabis strain with some variation between breeders. Skunk, Cinderella 99, and Jack Herer are some of Amnesia’s genetic forerunners, passing on uplifting, creative, and euphoric effects ideal for treating mood disorders. Growers should expect a 9-10 week flowering period with moderate yields. This strain normally has a high THC and low CBD profile and produces intense psychotropic effects that new consumers should be wary of. ",1,0,Torzon,Germany,50.0,5.0
[50g] - chocolope | classic genetic | 22%...,Europe,QueenOfCannabis,364.20020000000005,50.0g,chocolope,sativa,4.3,"Happy,Uplifted,Energetic,Focused,Euphoric","Coffee,Earthy,Sweet","DNA Genetics developed Chocolope by crossing Chocolate Thai with Cannalope Haze to create their homage to the Chocolate strains of the 1980s. The hefty sativa buds give earthy, sweet coffee flavors that provide a dreamy, cerebral effect. Consumers report a strong, euphoric mental shift that is great when coping with depression or stress.",1,0,Torzon,Germany,189.0,4.96
5g ak-47 sativa ***hall of fame***  ,Europe,WeedPhantom,46.8286,5.0g,ak-47,hybrid,4.2,"Happy,Relaxed,Uplifted,Euphoric,Energetic","Earthy,Pungent,Woody","Don't let its intense name fool you: AK-47 will leave you relaxed and mellow. This sativa-dominant hybrid delivers a steady and long-lasting cerebral buzz that keeps you mentally alert and engaged in creative or social activities. AK-47 mixes Colombian, Mexican, Thai, and Afghani varieties, bringing together a complex blend of flavors and effects. While AK-47’s scent is sour and earthy, its sweet floral notes can only be fully realized in the taste. Created in 1992 by Serious Seeds, AK-47 has won numerous Cannabis Cup awards around the world for its soaring THC content. For those hoping to fill their gardens with this resinous, skunky hybrid, growers recommend an indoor environment with either soil or hydroponic setups. AK-47 is easy to grow and has a short indoor flowering time of just 53 to 63 days, while outdoor plants typically finish toward the end of October.",1,0,Torzon,Germany,223.0,4.97
1g bio sour diesel (homegrow),WorldWide,LuckyXLuke,12.4852,1.0g,sour-diesel,sativa,4.4,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Diesel,Pungent,Earthy","Sour Diesel, sometimes called Sour D, is an invigorating sativa-dominant strain named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. Stress, pain, and depression fade away in long-lasting relief that makes Sour Diesel a top choice among medical patients. This strain took root in the early 90's, and it is believed to have descended from Chemdawg 91 and Super Skunk.",1,0,Torzon,Germany,292.0,4.84
100 grams x dutch candy kush weed a+++,WorldWide,Herodus,728.3913,100.0g,kandy-kush,hybrid,4.3,"Happy,Relaxed,Uplifted,Euphoric,Hungry","Sweet,Citrus,Lemon","Kandy Kush is a favorite of DNA Genetics’ Reserva Privada line that combines two California classics, OG Kush (thought to be the “Christopher Wallace” cut) and Trainwreck, to make a tasty indica-dominant hybrid (although sativa phenotypes displaying more of the Trainwreck structure have been noted).  Like the name suggests, the flavor is sweet like candy with a strong lemon-Kush scent.  Very popular with medicinal growers, Kandy Kush provides a potent indica high with pronounced pain relief.",1,0,Torzon,Netherlands,5.0,4.2
9g sample pack cali special edtion 3 stra...,WorldWide,LuckyXLuke,155.56449999999998,9.0g,special-k,hybrid,4.5,"Happy,Uplifted,Euphoric,Relaxed,Creative","Sweet,Citrus,Earthy","Special K is a hybrid cross between sativa Western Winds and indica Slyder. The plant is tall with substantial girth, despite its lanky indica influence, with elongated buds. The effects are long-lasting with a quick onset, beginning with a physical buzz and evolving into a heady lift that borders on psychedelic. Special K has been called adventureful, making it a wonderful daytime strain. Indoor or outdoor grows can expect to flower at around 10 weeks.",1,0,Torzon,Germany,292.0,4.84
1g | purple michigan *cαʟı шεεɔ*,Europe,GermanFly,15.5064,1.0g,mochi,hybrid,5.0,"Sleepy,Happy,Hungry,Relaxed,Tingly","Pungent,Minty,Flowery","Mochi by Sherbinski is another strain that leans on the Cookie Fam lineage for flavor, potency, and stability. This phenotypic expression of Sunset Sherbet x Thin Mint Girl Scout Cookies is an indica-leaning hybrid with beautiful, dense buds. Mochi’s appearance is a frosty mixture of purple and jade foliage knotted with bright red hairs. Its effects are very similar to that of its parent strains, offering moderate pain and stress reduction while imbuing the consumer with a calm and creative aura. The Mochi strain is also known by the names Gelato 47 and Mochi Gelato. ",1,0,Torzon,Germany,1.0,5.0
(3.5g) the hardcore og - united kingdom n...,WorldWide,Maling47,35.353500000000004,3.5g,hardcore-og,indica,4.6,"Relaxed,Happy,Uplifted,Sleepy,Tingly","Earthy,Sweet,Berry","An indica-dominant cross between Big Bud and DJ Short Blueberry, Hardcore OG is a California strain bred with the stalwart cannabis veteran in mind. Its dense, pungent buds produce thick coats of resin that can be extracted for potent (and we mean potent) concentrates. The weight of this sedating indica sinks throughout the body, submerging stress, pain, and other ailments under its crushing THC content.",1,0,Torzon,United Kingdom,466.0,4.93
10g ★ moonshine haze ★ premium [fasts...,WorldWide,greenleafde,114.4598,10.0g,moonshine-haze,sativa,4.3,"Uplifted,Euphoric,Happy,Relaxed,Creative","Earthy,Citrus,Pine",Moonshine Haze by Rare Dankness Seeds is a mostly sativa strain bred by combining Nevil's Wreck and Amnesia Haze.,1,0,Torzon,Germany,2749.0,4.86
14 grams jolly ranchers(indoor smalls),North America,cb23,33.124,14.0g,jolly-rancher,hybrid,4.3,"Euphoric,Happy,Giggly,Tingly,Creative","Sweet,Pungent,Berry","Not much is known about the California-bred hybrid Jolly Rancher, but this hybrid strain has nevertheless carved a name for itself among West Coast genetics. Its name and initial appeal lies primarily in Jolly Rancher’s sour candied aroma, although there’s also something to be said about its high-flying euphoria and colorful buds. Coated with a sticky blanket of sugar-like resin, Jolly Rancher is a treat for all the senses.",1,0,Torzon,United States,280.0,4.94
28g sour diesel £ 221.20,WorldWide,maurelius,269.68760000000003,28.0g,sour-diesel,sativa,4.4,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Diesel,Pungent,Earthy","Sour Diesel, sometimes called Sour D, is an invigorating sativa-dominant strain named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. Stress, pain, and depression fade away in long-lasting relief that makes Sour Diesel a top choice among medical patients. This strain took root in the early 90's, and it is believed to have descended from Chemdawg 91 and Super Skunk.",1,0,Torzon,United Kingdom,308.0,4.93
5 gr - amnesia haze weed aa++,WorldWide,swisslabreborn,69.1327,5.0g,amnesia,sativa,4.3,"Happy,Euphoric,Energetic,Creative,Uplifted","Earthy,Sweet,Skunk","Amnesia is typically a sativa-dominant cannabis strain with some variation between breeders. Skunk, Cinderella 99, and Jack Herer are some of Amnesia’s genetic forerunners, passing on uplifting, creative, and euphoric effects ideal for treating mood disorders. Growers should expect a 9-10 week flowering period with moderate yields. This strain normally has a high THC and low CBD profile and produces intense psychotropic effects that new consumers should be wary of. ",1,0,Torzon,Switzerland,39.0,4.98
14g purple dawg  purple dog cannabis uk,Europe,englandshop,85.33980000000001,14.0g,purple-sage,hybrid,3.6,"Euphoric,Uplifted,Creative,Happy,Aroused","Sage,Sweet,Earthy",Purple Sage is a hybrid strain that provides a mental lift typical of its sativa heritage while still treating pain with an indica punch. The plants are a cross between an unknown purple mix and some SAGE genetics. Purple Sage also boasts a unique sweet and spicy aroma.,1,0,Torzon,United Kingdom,72.0,4.99
16oz oreo blizzy indoor,North America,apeman420,832.8320000000001,16.0g,doox,sativa,4.4,"Uplifted,Energetic,Happy,Focused,Tingly","Sweet,Citrus,Lime","Doox is a sativa-dominant hybrid strain bred from Purple Cow and the legendary hybrid Chemdawg. The effects will set in quickly, delivering an intense body buzz coupled with dreamy euphoria. Doox flowers typically bloom in pale pastel greens masked by a dense coat of frosty resin. Pungent and skunky, this strain is sure to fill the room with its strong sour aroma. ",1,0,Torzon,United States,503.0,4.96
14g mint milano top shelf cali ndd shippi...,WorldWide,radarbreeder,146.3007,14.0g,domino,indica,4.0,"Sleepy,Happy,Tingly,Uplifted,Euphoric",,,1,0,Torzon,United Kingdom,1.0,5.0
1oz bubba kush-aaa+free3dayshipping,North America,CaliCannabisCo,94.64,1.0g,bubba-kush,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Sweet,Woody","Bubba Kush is an indica strain that has gained notoriety in the U.S. and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while coercing happy moods. Bubba Kush exhibits a distinctive, bulky bud structure with hues that range from forest green to pale purple.Bubba’s stocky plant stature and bulky bud structure suggest Afghani descent, but its genetic origins aren’t certain. The breeder whom this strain was named after states that Bubba Kush emerged just after 1996, when an OG Kush hybrid pollinated an unknown indica strain obtained in New Orleans. The mother plant was supposedly Northern Lights, but the genetically ambiguous indica was simply called “Bubba.” Bubba Kush has flourished from its California roots ever since. ",1,0,Torzon,United States,30.0,4.87
28g gusher licious us cali top-shelf aaaa...,Europe,TheTransporter1,231.64050000000003,28.0g,cali-kush,hybrid,4.2,"Relaxed,Happy,Hungry,Euphoric,Uplifted","Earthy,Woody,Sweet","Cali Kush must have been a no-brainer when it came time to name this strain given the popularity of Kush varieties in The Golden State. Its buds are large and dense with few leaves and not many pistils. The flowers will be light green shot through with icy blue and packed with trichomes throughout. Cali Kush buds have a fruity citrus aroma with the darker coffee notes of a kush. Spicier tones and the coffee kushness are more apparent in the taste. The indica-dominant variation of this hybrid has been more popular, but a sativa-dominant version has also been spotted.",1,0,Torzon,United Kingdom,73.0,5.0
100g sour diesel,Europe,ganjamen,530.6847,100.0g,chiesel,hybrid,4.4,"Happy,Euphoric,Relaxed,Uplifted,Focused","Diesel,Pungent,Cheese","Big Buddha Cheese and NYC Diesel come together to form the Chiesel cannabis variety. Strong smell is to be expected considering its lineage, and Chiesel provides a euphoric and functional stone. Chiesel has been known to produce a very high yield under optimum conditions.",1,0,Torzon,Germany,107.0,4.88
1x 2g interface rechargeable disposable,North America,StrainPirate,26.4992,2.0g,blaze,sativa,4.3,"Euphoric,Energetic,Talkative,Creative,Aroused","Blueberry,Sweet,Berry","British Columbia Seed Company crossed the indica Blueberry with Haze in order to tame this lanky, long-flowering Blaze. This large sativa-dominant plant combines the soaring cerebral high and sweet-spicy smell of Haze, while getting shorter flowering times and a distinct dried-grape aroma from Blueberry. Blaze is closely related to Blueberry Haze and Blue Dream.",1,0,Torzon,United States,689.0,4.9
indoor cannabis - skywalker 28g united ki...,Europe,englandshop,238.9569,28.0g,skywalker,indica,4.3,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Sweet,Citrus","Skywalker is a well-rounded indica-dominant hybrid that helps patients knock out pain and relax into sleep after a long day of battling the Dark Side. The sativa side of this strain allows for a nice head high as well, but it isn’t overly hazy or unfocused. Skywalker was created by Amsterdam’s Dutch Passion Seeds to combine the sweet fruity aroma of Blueberry with the growing strengths of the hardy, high-yielding Mazar. Great for indoor growing, Skywalker plants will stay shorter and bushy, flowering in 8 to 9 weeks. If you’re looking for the California Skywalker that has OG genetics, check out Skywalker OG. ",1,0,Torzon,United Kingdom,72.0,4.99
*indoor cannabis* rainbow sherbert #11  8...,North America,dreamjar,1957.1552,8g,rainbow,hybrid,4.5,"Euphoric,Relaxed,Happy,Talkative,Uplifted","Sweet,Citrus,Orange","Rainbow is a 50/50 indica/sativa hybrid from Spanish breeders Lifetime Seeds, created by crossing Dancehall with Blueberry.  A compact, fast flowering strain with little side-branching, it does very well when grown in the “sea-of-green” style. Rainbow presents a wide array of colors towards the end of flowering, hence the moniker. With a spicy-sweet fruity flavor, this tasty hybrid can give consumers a pleasant, creative high and pain relief without a heavy body sensation.  ",1,0,Torzon,United States,90.0,5.0
20g - ⭐ big bud ⭐ top shelf indoor �...,Europe,GreenConnection,130.0663,20.0g,big-bud,indica,3.9,"Relaxed,Euphoric,Sleepy,Happy,Tingly","Earthy,Skunk,Flowery","Developed in the USA before being brought to the Netherlands in the 1980s to survive the War on Drugs, Big Bud is a legend among growers for its high yields in the garden. Preserved to this day by Dutch breeder Sensi Seeds, this indica produces massive buds with very few leaves, unmatched by any other cannabis variety. With an earthy and spicy aroma, Big Bud delivers deeply relaxing full-body effects true to its indica lineage.",1,0,Torzon,Spain,104.0,4.82
28g popsicle top shelf cali ndd shipping ...,WorldWide,radarbreeder,292.6014,28.0g,chicle,hybrid,5.0,"Aroused,Euphoric,Focused,Happy,Hungry","Ammonia,Diesel,Mint","Chicle (aka Bubbledawg) by T.H. Seeds is an award-winning flower with plentiful resin production. This commonsense cross of Bubble Gum and Chemdawg yields beautiful green buds knotted in copper hairs and covered in glittering resin. This flower’s large resin glands and vigorous growth make it ideal for producing hash or cannabis concentrates. Chicle won 1st place Resin at 2015 Expogrow in Irun, Spain as well as 3rd place Resin at the Spannabis Champions Cup in Barcelona. Chicle’s bouquet is a mixture of sweet Bubblegum and fuel-forward terpenes.      ",1,0,Torzon,United Kingdom,1.0,5.0
50gr lemon haze ,WorldWide,coffeeshop2,182.10010000000003,50.0g,haze,sativa,4.2,"Uplifted,Happy,Creative,Tingly,Relaxed","Earthy,Pungent,Sweet","The illustrious Haze sativa first took root in Santa Cruz, California during the 1960s where long growing seasons accommodated her lengthy flowering cycle. Since then, Haze has become the proud parent of countless hybrids around the globe, passing on its genetics from Colombia, Mexico, Thailand, and South India. Although Haze cultivators must wait patiently for Haze flowers to reach full maturation, few strains can match the high-energy, creative buzz provided by this sativa staple. Haze's aroma is typically characterized by a spicy scent accented by hints of citrus and earthy sweetness. ",1,0,Torzon,Germany,230.0,4.76
*indoor cannabis* la kush 28g(1oz),North America,dreamjar,70.98,28.0g,la-kush,hybrid,4.5,"Relaxed,Happy,Creative,Uplifted,Euphoric","Menthol,Pungent,Pine","Originating in Los Angeles, California, LA Kush is a hybrid with obscure genetic roots. Not to be confused with OG Los Angeles Kush,  the general consensus is that LA Kush is a variety of OG Kush, and possibly a select phenotype of Abusive OG. In spite of the mystery, LA Kush presents itself as an earthy mix of pine and menthol flavors. Its happy effects bring a smile to your face, lifting your mood and relaxing sore muscles. If you are looking to alleviate stress or need a spark of creativity, look to LA Kush. ",1,0,Torzon,United States,90.0,5.0
(14g) blue dream - united kingdom next da...,WorldWide,Maling47,108.5084,14.0g,blue-dream,hybrid,4.4,"Relaxed,Happy,Uplifted,Euphoric,Creative","Blueberry,Berry,Sweet","Blue Dream, a sativa-dominant hybrid originating in California, has achieved legendary status among West Coast strains. Crossing a Blueberry indica with the sativa Haze, Blue Dream balances full-body relaxation with gentle cerebral invigoration. Novice and veteran consumers alike enjoy the level effects of Blue Dream, which ease you gently into a calm euphoria. Some Blue Dream phenotypes express a more indica-like look and feel, but the sativa-leaning variety remains most prevalent.With a sweet berry aroma redolent of its Blueberry parent, Blue Dream delivers swift symptom relief without heavy sedative effects. This makes Blue Dream a popular daytime medicine for patients treating pain, depression, nausea, and other ailments requiring a high THC strain. ",1,0,Torzon,United Kingdom,466.0,4.93
[15g] - super boof | exotic cali import |...,Europe,QueenOfCannabis,182.10010000000003,15.0g,super-g,sativa,4.5,"Creative,Tingly,Uplifted,Energetic,Happy","Earthy,Pungent,Pine","Super G by Soulshine Cannabis is a Haze-heavy powerplayer that combines the stimulating elements of G13 and Super Silver Haze. This sativa-dominant combination smells of Haze, exhibiting earth and skunk aromas and pine on the exhale. The effects strike the head immediately, offering an uplifting mental buzz and pleasant body effects that complement the stimulation natural to this strain. ",1,0,Torzon,Germany,189.0,4.96
10g commercial kush,WorldWide,greenleafde,93.6481,10.0g,allkush,indica,5.0,"Relaxed,Sleepy,Uplifted,Happy","Spicy/Herbal,Honey,Earthy","Allkush, 2nd prize winner at the 2005 Highlife Cannabis Cup, is a hashy Kush blend bred by Paradise Seeds of Amsterdam. This resinous flower hails from the “Hippie Trail” that winds through Pakistan and Afghanistan, creating a 75/25 indica-dominant strain that soothes without binding the consumer to the couch. With traditional uplifting cerebral elements and a pleasant sedation on the body, Allkush shines on patients seeking relief from sleep disorders, anxiety, and depression. ",1,0,Torzon,Germany,2749.0,4.86
200gr lemon haze ,WorldWide,coffeeshop2,676.3666000000001,200.0g,haze,sativa,4.2,"Uplifted,Happy,Creative,Tingly,Relaxed","Earthy,Pungent,Sweet","The illustrious Haze sativa first took root in Santa Cruz, California during the 1960s where long growing seasons accommodated her lengthy flowering cycle. Since then, Haze has become the proud parent of countless hybrids around the globe, passing on its genetics from Colombia, Mexico, Thailand, and South India. Although Haze cultivators must wait patiently for Haze flowers to reach full maturation, few strains can match the high-energy, creative buzz provided by this sativa staple. Haze's aroma is typically characterized by a spicy scent accented by hints of citrus and earthy sweetness. ",1,0,Torzon,Germany,230.0,4.76
50g | cali mule fuel | 24% thc | fast shi...,WorldWide,DieseGute,723.1952,50.0g,murkle,indica,2.0,Giggly,,"Murkle by OBSoul is the accidental genetic pairing of an M-39 mother and a Purple Urkle father. OBSoul noted the strain’s fast vegetation cycle and an abundance of rock-hard colas mature over the plant’s lifecycle. Murkle’s aroma and flavor are that of grape candy, speaking to its paternal genetics, even though this phenotype does not share that strain’s purple hue. Enjoy Murkle later in the day to maximize its indica-dominant effects.  ",1,0,Torzon,Germany,433.0,4.82
[25g] - sugar bean | cali genetic | 24% t...,Europe,QueenOfCannabis,234.1248,25.0g,bogart,hybrid,4.0,"Happy,Talkative,Uplifted,Euphoric,Giggly","Sweet,Citrus,Tropical","Bogart is a rendition of OG Kush distributed by Canadian LP Tweed that delivers hefty euphoric effects suitable for consumers with a high cannabis tolerance. As you might expect from an OG Kush flower, Bogart smells earthy and woody like a pine tree, with subtle hints of sour lemon. The high THC content of Bogart makes this hybrid strain particularly useful for patients treating PTSD, nausea, pain, and stress. ",1,0,Torzon,Germany,189.0,4.96
10x lemon cherry gelato 3.5g cali pack,WorldWide,DrugXpress,676.3666000000001,3.5g,gelato,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Pungent,Flowery","Gelato (also referred to as 'Larry Bird') is another tantalizing hybrid cannabis strain from Cookie Fam Genetics, following in the footsteps of its parents Sunset Sherbet and Thin Mint Girl Scout Cookies. This Bay Area, California native gets its name from the fruity, dessert-like aroma, a common genetic thread among the Cookie family. Her buds tend to bloom in dark purple hues illuminated by fiery orange hairs and a shining white coat of crystal resin. Novice consumers may want to approach this THC powerhouse with caution, but those armed with a high tolerance will delight in Gelato’s heavy-handed euphoria. Physical relaxation comes on strong, but many find themselves still mentally agile enough to stay productive and creative when enjoying Gelato during the day.",1,0,Torzon,Germany,12.0,4.92
2oz gelato indoor,North America,apeman420,141.96,2.0g,gelato,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Pungent,Flowery","Gelato (also referred to as 'Larry Bird') is another tantalizing hybrid cannabis strain from Cookie Fam Genetics, following in the footsteps of its parents Sunset Sherbet and Thin Mint Girl Scout Cookies. This Bay Area, California native gets its name from the fruity, dessert-like aroma, a common genetic thread among the Cookie family. Her buds tend to bloom in dark purple hues illuminated by fiery orange hairs and a shining white coat of crystal resin. Novice consumers may want to approach this THC powerhouse with caution, but those armed with a high tolerance will delight in Gelato’s heavy-handed euphoria. Physical relaxation comes on strong, but many find themselves still mentally agile enough to stay productive and creative when enjoying Gelato during the day.",1,0,Torzon,United States,503.0,4.96
25g sour nl x nevilles haze,Europe,Santalblanc,234.1248,25.0g,haze,sativa,4.2,"Uplifted,Happy,Creative,Tingly,Relaxed","Earthy,Pungent,Sweet","The illustrious Haze sativa first took root in Santa Cruz, California during the 1960s where long growing seasons accommodated her lengthy flowering cycle. Since then, Haze has become the proud parent of countless hybrids around the globe, passing on its genetics from Colombia, Mexico, Thailand, and South India. Although Haze cultivators must wait patiently for Haze flowers to reach full maturation, few strains can match the high-energy, creative buzz provided by this sativa staple. Haze's aroma is typically characterized by a spicy scent accented by hints of citrus and earthy sweetness. ",1,0,Torzon,Germany,50.0,5.0
1x zkittlez cali 1bag/3.5g ca,WorldWide,greenleafde,62.4351,3.5g,zkittlez,indica,4.6,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Sweet,Berry,Grape","Zkittlez is an indica-dominant mix of Grape Ape and Grapefruit that is crossed with another undisclosed strain to produce this candy-flavored cannabis bred by 3rd Gen Family and Terp Hogz. This award-winning combination took 1st Place at the 2016 Emerald Cup and 1st Place Indica at the 2015 Cannabis Cups in San Francisco and in Michigan. The chunky colas explode in a spectrum of light green hues and emit a sweet, tropical blend of fruit flavors. The effects of Zkittlez are surprisingly uplifting for an indica, leaving consumers focused, alert, and happy while relaxing the body to help unwind any time of day.",1,0,Torzon,Germany,2749.0,4.86
3g | indica bomb | 3 strains | fast shipp...,WorldWide,DieseGute,51.7153,3.0g,a-train,hybrid,4.1,"Creative,Euphoric,Relaxed,Happy,Hungry","Earthy,Woody,Citrus",A-Train is a hybrid between Mazar I Sharif and the clone-only Arcata e-32 Trainwreck.  This hybrid gives you the classic stoned feeling.  Be ready for smiles and munchies when you jump on the A-Train.,1,0,Torzon,Germany,433.0,4.82
25g outdoor weed gorilla#4,WorldWide,Malavitta,117.0624,25.0g,doox,sativa,4.4,"Uplifted,Energetic,Happy,Focused,Tingly","Sweet,Citrus,Lime","Doox is a sativa-dominant hybrid strain bred from Purple Cow and the legendary hybrid Chemdawg. The effects will set in quickly, delivering an intense body buzz coupled with dreamy euphoria. Doox flowers typically bloom in pale pastel greens masked by a dense coat of frosty resin. Pungent and skunky, this strain is sure to fill the room with its strong sour aroma. ",1,0,Torzon,Spain,152.0,4.86
20g ⚜️ original oreoz ⚜️ high thc...,Europe,WEEDBAR,135.2715,20.0g,erez,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Flowery,Berry,Blueberry","Erez, a best-selling cannabis variety in Israel, is an indica-dominant strain developed by the company Tikun Olam and is named after their first patient. Although bred for treating sleep disorders, this strain’s 70% indica blend also effectively wards off pain, nausea, inflammation, and indigestion.",1,0,Torzon,Germany,62.0,4.97
